"subids","age","gender","comments","exp_about","approval_time","exp_time","training_condition","shape_learned","training_time","trial_type","question","response","shape","trial_num_within_block","block","question_and_shape","correct"
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","rectangle",13,"pretest","rectangle_rectangle",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","parallelogram",14,"pretest","rectangle_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","no","rhombus",15,"pretest","rectangle_rhombus",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","no","square",16,"pretest","rectangle_square",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","parallelogram","yes","rectangle",1,"posttest","parallelogram_rectangle",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","square","yes","parallelogram",2,"posttest","square_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rhombus","yes","parallelogram",3,"posttest","rhombus_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rectangle","yes","parallelogram",4,"posttest","rectangle_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rhombus","no","rectangle",5,"posttest","rhombus_rectangle",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rhombus","yes","square",6,"posttest","rhombus_square",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","square","no","rectangle",7,"posttest","square_rectangle",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rectangle","no","rhombus",8,"posttest","rectangle_rhombus",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","square","yes","rhombus",9,"posttest","square_rhombus",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","parallelogram","yes","rhombus",10,"posttest","parallelogram_rhombus",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","rectangle","no","square",11,"posttest","rectangle_square",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"relational","parallelogram","yes","square",12,"posttest","parallelogram_square",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","parallelogram",1,"posttest","rectangle_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","rhombus",2,"posttest","rectangle_rhombus",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","rectangle",3,"posttest","rectangle_rectangle",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rectangle","yes","square",4,"posttest","rectangle_square",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","parallelogram","yes","parallelogram",5,"posttest","parallelogram_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","parallelogram","yes","rectangle",6,"posttest","parallelogram_rectangle",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","parallelogram","yes","rhombus",7,"posttest","parallelogram_rhombus",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","parallelogram","yes","square",8,"posttest","parallelogram_square",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","square","yes","square",9,"posttest","square_square",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","square","yes","rhombus",10,"posttest","square_rhombus",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","square","yes","rectangle",11,"posttest","square_rectangle",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","square","yes","parallelogram",12,"posttest","square_parallelogram",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rhombus","yes","rhombus",13,"posttest","rhombus_rhombus",TRUE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rhombus","yes","square",14,"posttest","rhombus_square",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rhombus","yes","rectangle",15,"posttest","rhombus_rectangle",FALSE
2,"27","Male","","Learning to determine rhombuses.",2016-01-21 18:54:15,207463,"passive_passive","rhombus",24419,"entity","rhombus","yes","parallelogram",16,"posttest","rhombus_parallelogram",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","yes","parallelogram",1,"pretest","square_parallelogram",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","rectangle",2,"pretest","parallelogram_rectangle",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","square",3,"pretest","rectangle_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","square",4,"pretest","parallelogram_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","no","square",5,"pretest","rhombus_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","no","rectangle",6,"pretest","square_rectangle",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","no","rectangle",7,"pretest","rhombus_rectangle",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","rhombus",8,"pretest","parallelogram_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","parallelogram",9,"pretest","rectangle_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","rhombus",10,"pretest","rectangle_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","no","rhombus",11,"pretest","square_rhombus",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","no","parallelogram",12,"pretest","rhombus_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rectangle","no","rhombus",1,"pretest","rectangle_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rectangle","no","square",2,"pretest","rectangle_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rectangle","yes","rectangle",3,"pretest","rectangle_rectangle",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rectangle","no","parallelogram",4,"pretest","rectangle_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rhombus","yes","parallelogram",5,"pretest","rhombus_parallelogram",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rhombus","no","rectangle",6,"pretest","rhombus_rectangle",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rhombus","no","square",7,"pretest","rhombus_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","rhombus","no","rhombus",8,"pretest","rhombus_rhombus",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","square","no","rhombus",9,"pretest","square_rhombus",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","square","no","rectangle",10,"pretest","square_rectangle",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","square","yes","square",11,"pretest","square_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","square","no","parallelogram",12,"pretest","square_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","yes","square",13,"pretest","parallelogram_square",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","yes","rectangle",14,"pretest","parallelogram_rectangle",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","no","parallelogram",15,"pretest","parallelogram_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","no","rhombus",16,"pretest","parallelogram_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","parallelogram",1,"posttest","rectangle_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","no","rectangle",2,"posttest","square_rectangle",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","square",3,"posttest","parallelogram_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","rectangle",4,"posttest","parallelogram_rectangle",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","yes","parallelogram",5,"posttest","rhombus_parallelogram",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","yes","square",6,"posttest","rhombus_square",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","no","parallelogram",7,"posttest","square_parallelogram",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rhombus","yes","rectangle",8,"posttest","rhombus_rectangle",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","parallelogram","no","rhombus",9,"posttest","parallelogram_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","square","no","rhombus",10,"posttest","square_rhombus",FALSE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","rhombus",11,"posttest","rectangle_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"relational","rectangle","no","square",12,"posttest","rectangle_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","no","square",1,"posttest","parallelogram_square",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","no","rhombus",2,"posttest","parallelogram_rhombus",TRUE
3,"31","m","None at this time","How people learn about shapes",2016-01-21 18:37:26,179759,"active_active","rhombus",18552,"entity","parallelogram","no","parallelogram",3,"posttest","parallelogram_parallelogram",FALSE
